Date & Status,Primary Flight Number,Flight Number,Airline,Origin,Status,Aircraft Info,CO2 Emission (kg),Destination
"09 Nov 00:24
AKST",7L8115,AZG8115,Silk Way West Airlines,Hong Kong (HKG / VHHH),Landed,Boeing 747-8F,61813,
"09 Nov 00:35
AKST",M61020,AJT1020,Amerijet International,Seoul (ICN / RKSI),Landed,Boeing 767-300F,46167,
"09 Nov 00:40
AKST",BR692,EVA692,EVA Airways,Taipei (TPE / RCTP),Landed,Boeing 777-F,74909,
"09 Nov 00:43
AKST",NC763,NAC763,Northern Air Cargo,Barrow (BRW / PABR),Landed,Boeing 737-436F,37484,
"09 Nov 00:44
AKST",AS135,ASA135,Alaska Airlines,Seattle (SEA / KSEA),Landed,Boeing 737-990ER,63461,
"09 Nov 00:47
AKST",5Y8763,GTI8763,Atlas Air,Hong Kong (HKG / VHHH),Landed,Boeing 747-47UF,58869,
"09 Nov 00:55
AKST",AS197,ASA197,Alaska Airlines,Portland (PDX / KPDX),Landed,Boeing 737-700,58599,
"09 Nov 00:55
AKST",BR660,EVA660,EVA Airways,Taipei (TPE / RCTP),Landed,Boeing 777-F,74909,
"09 Nov 01:00
AKST",CK227,CKK227,China Cargo Airlines,Shanghai (PVG / ZSPD),Landed,Boeing 777-F,68168,
"09 Nov 01:03
AKST",CZ5201,CSN5201,China Southern Airlines,Qingdao (TAO / ZSQD),Landed,Boeing 777-F,61391,
"09 Nov 01:06
AKST",VJT929,VJT929,VistaJet Malta,Hong Kong (HKG / VHHH),Landed,Bombardier BD-700-1A10 Global 6000,29435,
"09 Nov 01:44
AKST",AS107,ASA107,Alaska Airlines,Seattle (SEA / KSEA),Landed,Boeing 737-790,59494,
"09 Nov 01:49
AKST",K4252,CKS252,Kalitta Air,Miami (MIA / KMIA),Landed,Boeing 747-4B5F,97420,
"09 Nov 01:57
AKST",FX9031,FDX9031,Federal Express (FedEx),Singapore (SIN / WSSS),Landed,Boeing 757-28ASF,71245,
"09 Nov 02:05
AKST",K4614,CKS614,Kalitta Air,Cincinnati (CVG / KCVG),Landed,Boeing 747-4HQERF,84498,
"09 Nov 02:13
AKST",5Y7831,GTI7831,Atlas Air,Chicago (ORD / KORD),Landed,Unknown,0,
"09 Nov 02:27
AKST",5Y8933,GTI8933,Atlas Air,Miami (MIA / KMIA),Landed,Boeing 747-8F,102291,
"09 Nov 02:37
AKST",PO786,PAC786,Polar Air Cargo,Hong Kong (HKG / VHHH),Landed,Boeing 777-FZB,73587,
"09 Nov 02:45
AKST",AS7095,ASA7095,Alaska Airlines,Seattle (SEA / KSEA),Landed,Boeing 737-890,59494,
"09 Nov 02:54
AKST",KO64,AER64,Alaska Central Express,Saint George Island (STG / PAPB),Landed,Beech 1900C,27872,
"09 Nov 02:55
AKST",KD3964,WGN3964,Western Global Airlines,Hong Kong (HKG / VHHH),Landed,Boeing 747-47UF,58869,
"09 Nov 03:32
AKST",5X9501,UPS9501,United Parcel Service (UPS),Louisville (SDF / KSDF),Landed,MD11,102826,
"09 Nov 03:42
AKST",5Y523,GTI523,Atlas Air,Hong Kong (HKG / VHHH),Landed,Boeing 747-47UF,58869,
"09 Nov 04:04
AKST",5Y8030,GTI8030,Atlas Air,Hong Kong (HKG / VHHH),Landed,Boeing 747-87UF,58869,
"09 Nov 05:35
AKST",GV605,N25JA,Grant Aviation,Kenai (ENA / PAEN),Landed,Unknown,0,
"09 Nov 05:53
AKST",K4853,CKS853,Kalitta Air,Fairbanks (FAI / PAFA),Landed,Boeing 747-4B5SF,58003,
"09 Nov 05:54
AKST",FX169,FDX169,Federal Express (FedEx),Memphis (MEM / KMEM),Landed,Boeing 777-FS2,112517,
"09 Nov 06:02
AKST",AS828,ASA828,Alaska Airlines,Honolulu (HNL / PHNL),Landed,Boeing 737-9,81595,
"09 Nov 06:06
AKST",5X62,UPS62,United Parcel Service (UPS),Louisville (SDF / KSDF),Landed,Boeing 747-8F,89973,
